Internship_ID,Title,Sector,Location,Mode,Industry_Type,Job_Description,Skills_Required,Min_CGPA,Min_Education_Level
I111,IRCTC - Tourism Internship 111,Tourism,Bengaluru,Hybrid,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I112,Adani - Energy Internship 112,Energy,Hyderabad,In-person,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I113,Max Healthcare - Healthcare Internship 113,Healthcare,Hyderabad,Hybrid,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I114,ONGC - Energy Internship 114,Energy,Ahmedabad,Remote,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I115,IFFCO - Agriculture Internship 115,Agriculture,Delhi,Hybrid,Corporate,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I116,Apollo Hospitals - Healthcare Internship 116,Healthcare,Bengaluru,Hybrid,Startup,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I117,Wipro - IT Internship 117,IT,Bengaluru,Remote,PSU,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I118,ICICI Bank - Finance Internship 118,Finance,Pune,Hybrid,Corporate,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I119,Unacademy - Education Internship 119,Education,Delhi,Hybrid,PSU,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I120,Kotak - Finance Internship 120,Finance,Mumbai,In-person,PSU,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I121,BYJU'S - Education Internship 121,Education,Bengaluru,In-person,Corporate,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I122,Wipro - IT Internship 122,IT,Mumbai,Hybrid,PSU,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I123,Sun Pharma - Healthcare Internship 123,Healthcare,Pune,Remote,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I124,IRCTC - Tourism Internship 124,Tourism,Pune,Hybrid,Corporate,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I125,IFFCO - Agriculture Internship 125,Agriculture,Pune,Remote,Startup,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I126,Apollo Hospitals - Healthcare Internship 126,Healthcare,Bengaluru,Remote,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I127,MakeMyTrip - Tourism Internship 127,Tourism,Bengaluru,Remote,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I128,NABARD - Agriculture Internship 128,Agriculture,Kolkata,Hybrid,PSU,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I129,HCLTech - IT Internship 129,IT,Pune,Hybrid,Startup,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I130,NTPC - Energy Internship 130,Energy,Kolkata,Hybrid,PSU,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I131,Axis Bank - Finance Internship 131,Finance,Delhi,In-person,PSU,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I132,Max Healthcare - Healthcare Internship 132,Healthcare,Chennai,Hybrid,Corporate,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I133,IRCTC - Tourism Internship 133,Tourism,Delhi,Hybrid,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I134,Yatra - Tourism Internship 134,Tourism,Hyderabad,Remote,MSME,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I135,IRCTC - Tourism Internship 135,Tourism,Kolkata,Hybrid,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I136,Vedantu - Education Internship 136,Education,Delhi,Hybrid,PSU,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I137,John Deere India - Agriculture Internship 137,Agriculture,Pune,Remote,PSU,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I138,ONGC - Energy Internship 138,Energy,Ahmedabad,Remote,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I139,BYJU'S - Education Internship 139,Education,Kolkata,In-person,Startup,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I140,L&T - Manufacturing Internship 140,Manufacturing,Pune,In-person,MSME,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I141,IRCTC - Tourism Internship 141,Tourism,Ahmedabad,Hybrid,Corporate,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I142,Yatra - Tourism Internship 142,Tourism,Kolkata,In-person,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I143,HDFC Bank - Finance Internship 143,Finance,Hyderabad,Remote,Corporate,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I144,Infosys - IT Internship 144,IT,Hyderabad,Remote,MSME,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I145,NABARD - Agriculture Internship 145,Agriculture,Pune,In-person,Corporate,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I146,John Deere India - Agriculture Internship 146,Agriculture,Kolkata,Hybrid,PSU,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I147,Unacademy - Education Internship 147,Education,Pune,In-person,MSME,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I148,L&T - Manufacturing Internship 148,Manufacturing,Kolkata,Hybrid,Startup,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I149,Sun Pharma - Healthcare Internship 149,Healthcare,Kolkata,In-person,MSME,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I150,HCLTech - IT Internship 150,IT,Delhi,Remote,MSME,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I151,Axis Bank - Finance Internship 151,Finance,Delhi,Hybrid,MSME,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I152,ONGC - Energy Internship 152,Energy,Bengaluru,In-person,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I153,Unacademy - Education Internship 153,Education,Chennai,Remote,Corporate,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I154,IHCL - Tourism Internship 154,Tourism,Mumbai,Remote,Corporate,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I155,Godrej - Manufacturing Internship 155,Manufacturing,Chennai,Hybrid,MSME,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I156,Tata Power - Energy Internship 156,Energy,Kolkata,Hybrid,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I157,MakeMyTrip - Tourism Internship 157,Tourism,Chennai,Remote,MSME,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I158,Axis Bank - Finance Internship 158,Finance,Delhi,Remote,Startup,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I159,Tata Agrico - Agriculture Internship 159,Agriculture,Mumbai,Remote,PSU,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I161,John Deere India - Agriculture Internship 161,Agriculture,Delhi,Remote,MSME,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I162,Thomas Cook - Tourism Internship 162,Tourism,Delhi,Hybrid,PSU,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I163,Thomas Cook - Tourism Internship 163,Tourism,Chennai,In-person,PSU,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I164,TCS - IT Internship 164,IT,Delhi,In-person,PSU,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I165,Mahindra - Manufacturing Internship 165,Manufacturing,Hyderabad,Remote,PSU,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I166,ICICI Bank - Finance Internship 166,Finance,Delhi,Hybrid,Corporate,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I167,Godrej - Manufacturing Internship 167,Manufacturing,Kolkata,Remote,Startup,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I168,Adani - Energy Internship 168,Energy,Kolkata,Remote,Startup,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I169,Adani - Energy Internship 169,Energy,Hyderabad,Remote,Startup,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I170,Apollo Hospitals - Healthcare Internship 170,Healthcare,Mumbai,Hybrid,Startup,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I171,Thomas Cook - Tourism Internship 171,Tourism,Chennai,Hybrid,MSME,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I172,Tata Agrico - Agriculture Internship 172,Agriculture,Chennai,Remote,Corporate,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I173,ICICI Bank - Finance Internship 173,Finance,Hyderabad,Remote,PSU,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I174,Axis Bank - Finance Internship 174,Finance,Kolkata,Remote,PSU,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I175,Max Healthcare - Healthcare Internship 175,Healthcare,Kolkata,Hybrid,Startup,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I176,Reliance - Energy Internship 176,Energy,Kolkata,Remote,PSU,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I177,Yatra - Tourism Internship 177,Tourism,Bengaluru,Remote,Startup,"Assist in tourism promotion, digital campaigns, and event coordination.","['Campaigns', 'Communication', 'Content Creation', 'Coordination', 'Digital Marketing', 'Event Coordination']",4.5,12th Pass
I178,Reliance - Energy Internship 178,Energy,Ahmedabad,In-person,Corporate,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I179,Wipro - IT Internship 179,IT,Kolkata,Remote,PSU,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I180,HDFC Bank - Finance Internship 180,Finance,Chennai,In-person,Startup,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I181,Sun Pharma - Healthcare Internship 181,Healthcare,Chennai,In-person,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I182,Mahindra Tractors - Agriculture Internship 182,Agriculture,Ahmedabad,In-person,PSU,"Help with agri-tech solutions, data collection, and field support activities.","['Agri', 'Agri-tech', 'Collection', 'Data Analysis', 'Data Collection', 'Field', 'Field Support', 'GIS', 'Support']",4.5,Diploma
I183,Fortis - Healthcare Internship 183,Healthcare,Mumbai,Remote,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I184,upGrad - Education Internship 184,Education,Delhi,Hybrid,Corporate,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I185,Infosys - IT Internship 185,IT,Bengaluru,Remote,PSU,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I186,Tech Mahindra - IT Internship 186,IT,Delhi,Hybrid,Corporate,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I187,Mahindra - Manufacturing Internship 187,Manufacturing,Mumbai,In-person,Corporate,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I188,Apollo Hospitals - Healthcare Internship 188,Healthcare,Ahmedabad,Remote,PSU,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I189,Wipro - IT Internship 189,IT,Kolkata,Hybrid,MSME,"Assist in software development, debugging, and cloud deployment projects.","['APIs', 'Cloud', 'Debugging', 'Python', 'SQL', 'Software Development']",6.5,Graduate
I190,SBI - Finance Internship 190,Finance,Pune,In-person,Startup,"Assist in financial data analysis, reporting, and budgeting tasks.","['Accounting', 'Analysis', 'Budgeting', 'Data Analysis', 'Excel', 'Reporting']",6.0,Graduate
I191,Fortis - Healthcare Internship 191,Healthcare,Bengaluru,Remote,Startup,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I192,ONGC - Energy Internship 192,Energy,Hyderabad,Hybrid,Startup,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I193,Tata Steel - Manufacturing Internship 193,Manufacturing,Chennai,In-person,MSME,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
I194,Vedantu - Education Internship 194,Education,Ahmedabad,Hybrid,MSME,"Work on digital content creation, e-learning modules, and tutoring support.","['Content', 'Content Creation', 'Creation', 'Curriculum', 'Digital Marketing', 'E-Learning', 'E-learning', 'Support', 'Tutoring']",5.0,Graduate
I195,Dr. Reddy's - Healthcare Internship 195,Healthcare,Kolkata,Hybrid,MSME,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I196,ONGC - Energy Internship 196,Energy,Ahmedabad,Remote,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I197,Fortis - Healthcare Internship 197,Healthcare,Ahmedabad,Hybrid,Corporate,"Support health data collection, analysis, and digital record management.","['Analysis', 'Collection', 'Data Analysis', 'Data Collection', 'Digital Marketing', 'Digital Records', 'Documentation', 'Support']",5.5,Graduate
I198,NTPC - Energy Internship 198,Energy,Hyderabad,In-person,MSME,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I199,ONGC - Energy Internship 199,Energy,Pune,In-person,PSU,"Support renewable energy projects, data analysis, and field operations.","['Analysis', 'Data Analysis', 'Energy', 'Field', 'Field Operations', 'Renewable', 'Renewable Energy', 'Reporting', 'Support']",6.0,Graduate
I200,BHEL - Manufacturing Internship 200,Manufacturing,Hyderabad,Hybrid,MSME,"Work on production process documentation, quality checks, and supply chain data.","['Chain', 'Checks', 'Data Analysis', 'Documentation', 'Process', 'Quality', 'Quality Checks', 'Supply', 'Supply Chain']",5.0,Diploma
