Applicant_ID,Sector_Preferences,Skills,Location_Preference,CGPA_or_Percentage_Normalized,Past_Participation_Encoded,Willingness_to_Relocate_Encoded,Preferred_Industry_Type_Corporate,Preferred_Industry_Type_MSME,Preferred_Industry_Type_PSU,Preferred_Industry_Type_Startup,Internship_Mode_Hybrid,Internship_Mode_In-person,Internship_Mode_Remote,Education_Level_Encoded
1189,Electrical; Education; Logistics; E-commerce,cataloging; ms excel; pcb design; power systems,Nagpur,0.7820,0,1,0,0,0,1,0,1,0,2
1190,Automotive; Telecom; Manufacturing; Railway,autocad; fiber splicing; networking; quality checks; quality control; rf planning; supply chain; troubleshooting,Coimbatore,0.3720,0,1,1,0,0,0,1,0,0,2
1191,Finance; Logistics; Software; Manufacturing,accounting; autocad; inventory; presentation; procurement; teamwork,Hyderabad,0.3200,0,0,0,0,1,0,0,0,1,3
1192,Banking; Software; Finance; Automotive,accounting; assessment; cad; communication; gst; supply chain; tally,Lucknow,0.4737,0,0,1,0,0,0,0,0,1,3
1193,Energy; Railway,communication; maintenance; problem solving; reporting; safety; signal systems; teamwork; writing,Coimbatore,0.1120,0,1,0,0,1,0,1,0,0,3
1194,Automotive; Electrical; Healthcare,assembly; communication; field work; first aid; lab techniques; patient care; time management,Madurai,0.0360,0,1,1,0,0,0,0,1,0,3
1195,Finance; E-commerce,adobe xd; customer support; figma; gst; tally,Gurugram,0.3053,1,1,0,0,1,0,0,1,0,3
1196,Logistics; Banking; Electrical; Automotive,audit; communication; field work; pcb design; presentation; soldering; vehicle diagnostics; writing,Indore,0.0526,0,0,0,1,0,0,0,1,0,3
1197,IT; Telecom; Education,javascript; lesson planning; linux; python; teamwork; time management,Cuttack,0.3540,0,0,1,0,0,0,0,0,1,1
1198,Telecom; Banking; Software; Energy,data structures; documentation; fiber splicing; financial modeling; problem solving; safety; teamwork,Thiruvananthapuram,0.8105,0,1,0,0,0,1,1,0,0,3
1199,IT; E-commerce; Railway,git; lab techniques; operations; problem solving; safety; signal systems; teamwork; writing,Siliguri,0.8900,1,0,0,0,0,1,0,0,1,2
1200,E-commerce; Software; Telecom; Energy,algorithms; marketplace ops; oop; writing,Ludhiana,0.4460,1,0,0,0,1,0,0,1,0,3
1201,IT; Telecom; Healthcare,adobe xd; communication; git; lab techniques,Noida,0.9368,1,1,0,0,0,1,1,0,0,1
1202,IT; Energy; Education; Healthcare,javascript; python; safety; testing,Mangaluru,0.9740,0,1,1,0,0,0,0,0,1,3
1203,IT; Energy; Logistics; Software,git; java; linux; oop; safety,Jodhpur,0.7263,0,0,0,1,0,0,0,1,0,4
1204,Education; Automotive; Finance,assembly; audit; data analysis; lab techniques; presentation; writing,Warangal,0.4020,1,0,1,0,0,0,0,0,1,1
1205,Telecom; E-commerce; Railway; Banking,accounting; audit; documentation; ms excel; networking; reporting; safety; signal systems,Kozhikode,0.8105,1,1,0,0,1,0,0,1,0,1
1206,Software; IT,communication; data structures; design basics; linux; react; sql; teamwork; writing,New Delhi,0.1579,0,0,0,0,1,0,0,0,1,3
1207,Education; Software; Logistics,classroom management; communication; procurement; qc; routing,Udaipur,0.8105,0,1,1,0,0,0,0,0,1,3
1208,IT; Telecom; Software; E-commerce,algorithms; git; html; linux; writing,Kochi,0.3263,0,1,1,0,0,0,0,0,1,2
1209,E-commerce; Software,algorithms; communication; legal research; problem solving; time management,Cuttack,0.0280,0,0,0,0,0,1,0,1,0,0
1210,Finance; IT,audit; react; teamwork; testing; time management; writing,Kanpur,0.5200,1,1,1,0,0,0,0,1,0,3
1211,Railway; Automotive; E-commerce,assembly; maintenance; presentation; problem solving; time management; writing,Madurai,0.0526,0,1,1,0,0,0,0,1,0,3
1212,Energy; Education; Banking; Software,classroom management; docker; financial modeling; power systems; writing,Noida,0.1100,1,1,0,1,0,0,0,0,1,2
1213,Healthcare; Finance; Logistics,accounting; communication; excel; gst; inventory; matlab; patient care,Siliguri,0.1368,1,0,1,0,0,0,1,0,0,3
1214,Railway; E-commerce,gmp; maintenance; marketplace ops; qc; time management,Patna,0.1080,1,1,0,0,1,0,0,1,0,1
1215,Manufacturing; Energy; IT,javascript; presentation; react; supply chain,Mangaluru,0.1180,0,1,1,0,0,0,0,0,1,3
1216,IT; Telecom; E-commerce; Banking,git; html; java; marketplace ops; react; teamwork,Bhubaneswar,0.2380,1,0,0,0,0,1,0,0,1,2
1217,Education; IT,git; lesson planning; python; teaching; time management,Gaya,0.4947,0,0,0,1,0,0,0,1,0,2
1218,E-commerce; Automotive; Manufacturing; Banking,customer support; excel; financial modeling; operations; presentation; teamwork; vehicle diagnostics,Faridabad,0.7320,0,1,0,1,0,0,0,0,1,0
1219,Software; Telecom,algorithms; data structures; oop; rf planning; time management,Hyderabad,0.4980,1,1,1,0,0,0,0,1,0,1
1220,Railway; Energy; Education,assessment; documentation; lesson planning; operations; power systems; safety; writing,Faridabad,0.4700,1,0,0,1,0,0,1,0,0,1
1221,Healthcare; Software; Telecom,api design; ms excel; networking; teamwork; time management; troubleshooting,Gurugram,0.1789,1,1,1,0,0,0,0,0,1,1
1222,Logistics; Manufacturing; IT,javascript; presentation; procurement; time management,Hyderabad,0.0420,1,1,0,0,0,1,0,0,1,0
1223,E-commerce; Energy; Healthcare,biostatistics; case analysis; cataloging; communication; safety,Pune,0.6480,0,1,1,0,0,0,1,0,0,3
1224,Railway; Healthcare; IT,basic life support; git; java; safety; testing; time management; writing,Gaya,0.8860,1,1,0,0,0,1,0,1,0,1
1225,E-commerce; Software,case analysis; data structures; order management; presentation; writing,Cuttack,0.1579,0,1,0,0,0,1,0,1,0,2
1226,Manufacturing; Banking; Electrical; Finance,communication; design basics; embedded; excel; financial modeling; gst; quality control; writing,Kochi,0.4526,0,1,0,0,0,1,1,0,0,2
1227,E-commerce; Manufacturing; Telecom,cataloging; cnc; communication; networking; presentation; supply chain,Bhubaneswar,0.4100,1,1,1,0,0,0,0,1,0,1
1228,Software; Logistics; Electrical; Finance,algorithms; circuit analysis; content writing; data structures; docker; research; routing; teamwork,Kochi,0.8780,0,1,1,0,0,0,0,0,1,1
1229,Finance; E-commerce,excel; gst; order management; tally; teamwork,Gaya,0.6000,0,1,0,0,0,1,1,0,0,1
1230,Electrical; Education; Automotive; Telecom,case analysis; classroom management; content creation; embedded; presentation; soldering; teamwork; time management,Warangal,0.8105,0,0,0,0,0,1,0,0,1,1
1231,E-commerce; IT; Energy; Manufacturing,excel; lean; linux; market research; presentation,New Delhi,0.3620,0,0,0,0,1,0,0,0,1,1
1232,Software; Healthcare,docker; first aid; presentation; qc; record keeping; teamwork; writing,Pune,0.5579,0,1,0,0,0,1,0,1,0,2
1233,Healthcare; Logistics; Manufacturing,communication; lab safety; patient care; problem solving; quality control,Gurugram,0.9160,1,1,0,1,0,0,0,0,1,1
1234,Software; Energy; E-commerce; Telecom,api design; basic life support; communication; data structures; fiber splicing; maintenance; operations; problem solving,Faridabad,0.6060,0,0,0,1,0,0,0,1,0,1
1235,Logistics; Healthcare; IT,autocad; html; lab techniques; linux; matlab; patient care; problem solving; react,Cuttack,0.9100,1,0,0,0,1,0,1,0,0,1
1236,Manufacturing; Banking; Automotive,cam; excel; lean; supply chain; teamwork; time management; vehicle diagnostics,Udaipur,0.5680,0,0,1,0,0,0,0,1,0,3
1237,E-commerce; Education; Railway,classroom management; communication; operations; presentation; writing,Gwalior,0.3140,1,1,0,0,0,1,0,1,0,3
1238,Railway; Software,docker; lab techniques; oop; operations; problem solving; safety,Thiruvananthapuram,0.7474,0,1,0,1,0,0,0,1,0,1
1239,Software; Healthcare; IT,api design; data structures; lab techniques; record keeping; sql,Hyderabad,0.4737,1,0,0,0,0,1,1,0,0,3
1240,Education; Finance,accounting; assessment; classroom management; field work; gst; soil testing; teaching; teamwork,Bengaluru,0.4737,1,1,1,0,0,0,0,0,1,3
1241,Software; Energy,autocad; data structures; docker; writing,New Delhi,0.1368,1,0,0,1,0,0,0,0,1,3
1242,Manufacturing; E-commerce; IT,cam; cnc; html; quality control; testing; time management; writing,Madurai,0.0526,0,1,0,0,0,1,1,0,0,3
1243,Telecom; IT; Healthcare,communication; css; lab techniques; linux; presentation; python; time management,Patna,0.7895,0,0,0,1,0,0,0,0,1,3
1244,Healthcare; Telecom,basic life support; documentation; lab safety; networking; patient care,Indore,0.2000,0,0,0,0,0,1,0,0,1,1
1245,Electrical; Healthcare; Finance,circuit analysis; communication; excel; financial modeling; patient care; problem solving; record keeping,Kozhikode,0.2800,0,0,0,1,0,0,0,0,1,1
1246,E-commerce; Healthcare,communication; customer support; record keeping; writing,Gurugram,0.4720,0,0,0,0,1,0,0,0,1,2
1247,IT; Automotive; Finance,audit; communication; linux; reporting; sql; testing,Ludhiana,0.2632,1,1,0,1,0,0,0,0,1,3
1248,IT; Logistics,git; linux; presentation; sql; teamwork; testing; warehouse ops; writing,Faridabad,0.8316,0,1,0,0,1,0,0,0,1,3
1249,Automotive; Electrical; Energy; Telecom,cad; communication; documentation; maintenance; problem solving; quality checks; vehicle diagnostics; writing,Coimbatore,0.8060,0,1,0,0,0,1,0,0,1,0
1250,Manufacturing; Railway,documentation; maintenance; signal systems; six sigma; supply chain; teamwork,Ahmedabad,0.8560,0,1,0,0,0,1,0,0,1,1
1251,Manufacturing; Finance; Railway; Electrical,audit; cam; communication; excel; operations; safety; signal systems; teamwork,New Delhi,0.5368,1,0,0,0,0,1,0,1,0,1
1252,Energy; Logistics; Finance; Software,accounting; data structures; docker; presentation; supply chain; time management; warehouse ops; writing,Cuttack,0.3684,1,0,0,0,1,0,1,0,0,2
1253,Manufacturing; Electrical,adobe xd; cad; figma; power systems; presentation; six sigma; soldering,Warangal,0.8380,0,1,0,1,0,0,1,0,0,1
1254,Finance; Energy; Education; Software,algorithms; audit; communication; content creation; excel; financial modeling; power systems; presentation,Thiruvananthapuram,0.6260,0,1,0,0,1,0,0,0,1,1
1255,Manufacturing; Healthcare,biostatistics; cad; lab techniques; presentation; problem solving; supply chain; teamwork,New Delhi,0.8947,0,1,0,0,0,1,1,0,0,1
1256,Healthcare; Energy; Education; Logistics,communication; drafting; inventory; lesson planning; power systems; presentation,Gaya,0.1460,1,1,0,0,1,0,0,0,1,1
1257,Railway; Healthcare; IT,biostatistics; first aid; linux; problem solving; qc; record keeping; time management,New Delhi,0.8947,0,1,0,0,0,1,0,1,0,0
1258,Manufacturing; Automotive; Logistics,communication; ms excel; procurement; routing,Lucknow,0.0526,1,0,1,0,0,0,0,0,1,3
1259,Finance; Energy,assessment; presentation; safety; tally,Indore,0.3474,0,1,0,0,0,1,0,1,0,3
1260,Energy; IT; E-commerce,documentation; java; javascript; power systems; qc; safety; sql; writing,Kolkata,0.8526,1,0,1,0,0,0,0,1,0,1
1261,Logistics; Software; Automotive; Banking,adobe xd; customer service; excel; supply chain; writing,Surat,0.5420,0,0,0,0,0,1,0,0,1,2
1262,Railway; Healthcare; E-commerce,communication; lab safety; operations; record keeping; teamwork; writing,Mumbai,0.9020,0,0,0,0,0,1,0,0,1,3
1263,Banking; Software; IT,api design; docker; statistics; teamwork,Gaya,0.3260,0,1,0,1,0,0,0,0,1,0
1264,Railway; Software; IT; Healthcare,communication; docker; lab techniques; teamwork; testing; writing,Surat,0.6320,1,0,0,0,1,0,1,0,0,2
1265,Healthcare; Education,adobe xd; assessment; biostatistics; classroom management; lab techniques; problem solving; teaching; ui principles,Vadodara,1.0000,0,1,1,0,0,0,0,1,0,1
1266,Software; Healthcare,communication; docker; oop; patient care; problem solving; record keeping; teamwork,Mysuru,0.8700,0,0,0,0,0,1,0,0,1,3
1267,Telecom; Software; Healthcare,api design; data structures; oop; operations,Noida,0.8316,0,1,0,0,0,1,0,1,0,1
1268,Education; IT; E-commerce; Banking,assessment; classroom management; communication; css; financial modeling; order management; testing,Bengaluru,0.1579,0,1,1,0,0,0,1,0,0,4
1269,Healthcare; Software; IT; E-commerce,api design; git; patient care; presentation; problem solving,Coimbatore,0.6600,0,1,1,0,0,0,0,1,0,1
1270,Healthcare; Electrical,biostatistics; case analysis; communication; lab techniques; patient care,Surat,0.6842,0,1,0,0,0,1,0,1,0,1
1271,Manufacturing; Software; Telecom; IT,cnc; java; problem solving; teamwork,Warangal,0.4500,1,1,0,0,0,1,0,1,0,3
1272,IT; Finance,gst; html; tally; testing,Jodhpur,0.5860,0,0,0,0,1,0,0,1,0,2
1273,Automotive; E-commerce; Energy; Electrical,assembly; communication; customer support; documentation; pcb design; soldering,Siliguri,0.1789,0,1,0,0,1,0,0,1,0,1
1274,Banking; Education,communication; drafting; teaching; teamwork,Chandigarh,0.7380,1,1,0,0,0,1,0,0,1,3
1275,E-commerce; Railway; IT,customer support; documentation; maintenance; ms excel; python,Pune,0.9368,0,1,0,1,0,0,0,0,1,1
1276,Manufacturing; Railway; Software; IT,api design; css; data structures; presentation; six sigma; teamwork,Kanpur,0.2632,0,0,0,0,1,0,1,0,0,1
1277,Software; Energy; Automotive,api design; assembly; assessment; docker; oop; operations; writing,Kolkata,0.8040,1,1,0,0,0,1,0,0,1,1
1278,Energy; Software; Education,communication; documentation; ms excel; oop; teamwork,Ahmedabad,0.3260,0,1,0,1,0,0,0,0,1,2
1279,Banking; Manufacturing,cnc; excel; problem solving; quality control,Pune,0.5180,0,1,1,0,0,0,0,0,1,3
1280,Electrical; Energy; Logistics,lesson planning; maintenance; presentation; procurement,Udaipur,0.3895,0,1,0,0,1,0,0,1,0,0
1281,Electrical; Railway; IT,assessment; css; git; pcb design; problem solving; safety; soldering; teamwork,Kanpur,0.7263,1,0,1,0,0,0,1,0,0,0
1282,Automotive; Banking,adobe xd; communication; problem solving; ui principles; vehicle diagnostics,Gaya,0.5579,1,1,0,0,1,0,0,1,0,4
1283,Finance; Energy,accounting; communication; operations; power systems; presentation; safety; statistics; time management,Pune,0.7520,1,0,0,1,0,0,0,1,0,3
1284,IT; Software; E-commerce,communication; data structures; presentation; react,Kolkata,0.4600,0,1,0,0,1,0,0,1,0,3
1285,Telecom; Banking; Software,algorithms; communication; fiber splicing; networking; presentation; problem solving,Kochi,0.7120,1,1,0,0,0,1,0,0,1,2
1286,Telecom; Energy; IT; Manufacturing,cnc; data analysis; documentation; javascript; lean; problem solving; react,Bhubaneswar,0.3684,0,1,1,0,0,0,0,0,1,1
1287,Healthcare; Software,design basics; lab techniques; patient care; record keeping,Surat,0.7320,0,1,0,1,0,0,1,0,0,4
1288,IT; Finance,autocad; communication; presentation; project management; writing,Siliguri,0.4480,1,0,0,0,0,1,0,1,0,3
1289,Manufacturing; Energy; Finance,gst; quality control; safety; six sigma; supply chain; tally,Kolkata,0.3380,0,1,0,0,1,0,0,1,0,3
1290,IT; Manufacturing; Logistics; Railway,html; lean; operations; teamwork; time management,Bhopal,0.9579,0,1,0,1,0,0,0,1,0,3
1291,Electrical; Education; IT; Healthcare,assessment; pcb design; problem solving; teaching; teamwork,Coimbatore,0.0960,1,1,0,0,1,0,1,0,0,3
1292,Manufacturing; Energy; Banking,cam; communication; gmp; maintenance; pharmacology; power systems; qc; teamwork,Faridabad,0.2632,1,0,1,0,0,0,0,1,0,1
1293,Telecom; IT,fiber splicing; java; javascript; writing,Surat,0.0880,0,1,0,0,1,0,0,1,0,1
1294,Banking; Electrical; Manufacturing; E-commerce,accounting; financial modeling; lesson planning; marketplace ops,Kolkata,0.1368,1,1,1,0,0,0,0,0,1,3
1295,Electrical; Automotive; Healthcare,problem solving; record keeping; supply chain; writing,Bhubaneswar,0.5579,0,1,0,0,0,1,0,0,1,2
1296,Energy; Automotive; Software; Education,lesson planning; operations; problem solving; supply chain; teaching; writing,Mysuru,0.7180,1,0,0,0,0,1,0,0,1,2
1297,Telecom; Energy,communication; fiber splicing; power systems; problem solving; troubleshooting,Vadodara,0.1220,0,1,0,0,0,1,0,0,1,4
1298,Energy; Automotive,assembly; cad; case analysis; presentation; time management; vehicle diagnostics,Kanpur,0.2421,0,0,0,1,0,0,0,1,0,2
1299,Healthcare; IT; Electrical; Software,basic life support; docker; html; java; teamwork; writing,Mumbai,0.7200,0,1,0,1,0,0,1,0,0,3
1300,Healthcare; Telecom,communication; first aid; lab techniques; record keeping; time management; writing,Mangaluru,0.7080,0,0,0,0,1,0,0,1,0,3
1301,E-commerce; Manufacturing; Healthcare,cam; lean; quality control; six sigma; supply chain; writing,Ahmedabad,0.6620,0,1,0,1,0,0,1,0,0,1
1302,Finance; Software,algorithms; audit; docker; excel; gst; oop; presentation; reporting,Thiruvananthapuram,0.5660,0,1,0,0,1,0,0,1,0,2
1303,Education; IT; E-commerce,classroom management; communication; lesson planning; ms excel; problem solving; react; teamwork,Mysuru,0.1579,0,1,0,0,0,1,0,1,0,2
1304,Electrical; IT; Logistics,communication; embedded; inventory; lab techniques; python,Kochi,0.5789,0,1,0,0,1,0,1,0,0,3
1305,Education; Telecom,assessment; networking; problem solving; time management; writing,Bhubaneswar,0.2780,1,1,0,0,0,1,1,0,0,0
1306,IT; Healthcare; Automotive; Manufacturing,cad; css; gmp; html; javascript; patient care; six sigma,New Delhi,0.6940,0,0,0,1,0,0,0,1,0,3
1307,Automotive; Software; Education,algorithms; classroom management; communication; content creation; content writing; problem solving; research; vehicle diagnostics,Gurugram,0.6211,0,0,0,1,0,0,0,0,1,3
1308,Healthcare; Banking,communication; customer service; financial modeling; first aid; lab techniques; patient care; soil testing; teamwork,Jaipur,0.2842,1,0,1,0,0,0,0,0,1,1
1309,Automotive; Software; Banking,accounting; communication; quality checks; vehicle diagnostics; writing,Gaya,0.1720,0,1,0,1,0,0,1,0,0,3
1310,Healthcare; IT; Automotive; Software,assembly; java; presentation; record keeping,Warangal,0.1840,0,0,0,1,0,0,0,1,0,3
1311,Railway; Electrical; IT,assessment; circuit analysis; documentation; javascript; maintenance; signal systems; teaching; testing,Vadodara,0.8500,0,1,1,0,0,0,0,0,1,0
1312,Manufacturing; Automotive; Healthcare; Logistics,assembly; cnc; ms excel; six sigma; supply chain; time management; writing,Chandigarh,0.2000,1,1,0,1,0,0,0,1,0,1
1313,Healthcare; Railway; Finance,basic life support; communication; excel; teamwork,Chandigarh,0.7263,0,0,1,0,0,0,0,0,1,3
1314,Automotive; Finance; Healthcare,communication; lab techniques; record keeping; supply chain; time management; vehicle diagnostics,Ludhiana,0.6632,1,0,0,0,1,0,0,1,0,1
1315,Logistics; Automotive; Software,algorithms; ms excel; oop; operations; supply chain; teamwork; writing,Kanpur,0.6800,0,1,1,0,0,0,0,0,1,3
1316,Software; Telecom; Railway; Automotive,cad; field work; networking; oop,Kochi,0.6842,0,1,0,0,1,0,0,1,0,2
1317,Software; Railway,algorithms; gmp; maintenance; operations; problem solving; safety,Kochi,0.5789,1,1,0,0,0,1,1,0,0,3
1318,Electrical; Healthcare; Automotive; Software,api design; assembly; embedded; first aid; oop; patient care; problem solving; teaching,Ludhiana,0.9700,0,1,1,0,0,0,0,0,1,1
1319,Finance; Education; IT; Electrical,css; pcb design; pharmacology; react; sql,Mangaluru,0.7880,0,1,1,0,0,0,1,0,0,2
1320,Telecom; Manufacturing,presentation; problem solving; six sigma; teamwork; writing,Chandigarh,0.0737,0,1,0,1,0,0,0,1,0,0
1321,Manufacturing; Banking; Healthcare; Education,audit; biostatistics; cnc; lean; ms excel; operations; patient care; reporting,Pune,0.3280,1,1,1,0,0,0,0,1,0,3
1322,Banking; Software; Energy; Manufacturing,audit; market research; oop; quality control; supply chain; teamwork,Bengaluru,0.0737,0,0,0,1,0,0,0,0,1,1
1323,IT; Automotive; Healthcare; Logistics,assembly; patient care; react; sql; supply chain,Kanpur,0.2460,0,0,0,1,0,0,1,0,0,3
1324,Banking; E-commerce; Automotive; IT,cad; financial modeling; linux; presentation; python; react; supply chain,Faridabad,0.9579,1,1,0,0,1,0,0,1,0,3
1325,Healthcare; Software; Electrical,api design; biostatistics; reporting; soldering; writing,Indore,0.8300,0,1,0,1,0,0,1,0,0,1
1326,IT; Education,accounting; content creation; problem solving; react,Kanpur,0.0780,0,1,0,1,0,0,0,0,1,1
1327,Energy; Electrical; Telecom; Railway,accounting; market research; problem solving; rf planning,Cuttack,0.1100,0,1,0,1,0,0,1,0,0,3
1328,Manufacturing; E-commerce,operations; problem solving; quality control; teamwork; writing,Patna,0.6520,1,1,0,1,0,0,0,1,0,3
1329,Telecom; IT,basic life support; communication; html; linux; networking,Ahmedabad,0.3474,0,1,0,0,1,0,0,0,1,3
1330,IT; E-commerce,css; customer support; java; problem solving; python,Mumbai,0.0080,0,1,0,0,0,1,1,0,0,3
1331,IT; Healthcare; Railway,documentation; html; lab techniques; linux; operations; safety,Lucknow,0.4105,0,1,0,0,0,1,0,0,1,0
1332,Manufacturing; Healthcare; IT,excel; html; record keeping; six sigma; supply chain; teamwork; writing,New Delhi,0.7474,1,1,0,0,1,0,0,1,0,0
1333,Finance; Railway; Logistics; Banking,audit; excel; signal systems; time management,Vadodara,0.2842,0,0,0,0,0,1,0,1,0,3
1334,E-commerce; Energy; Electrical; Logistics,cataloging; lab techniques; operations; order management; problem solving; procurement; soldering; writing,Ludhiana,0.1579,0,1,0,0,1,0,1,0,0,3
1335,Telecom; Manufacturing; E-commerce,communication; operations; order management; teamwork,New Delhi,0.8316,0,1,0,0,1,0,1,0,0,1
1336,Logistics; Education,assessment; content creation; inventory; pharmacology; presentation; problem solving; procurement; warehouse ops,Hyderabad,0.0280,0,0,0,1,0,0,0,1,0,1
1337,Energy; Electrical; Healthcare; Banking,communication; embedded; financial modeling; pcb design; power systems; presentation; safety; writing,Noida,0.0540,0,1,0,0,0,1,1,0,0,3
1338,Software; Energy; Manufacturing,algorithms; cam; docker; maintenance; quality control; safety,Pune,0.8200,0,1,1,0,0,0,0,0,1,1
1339,Finance; Healthcare,accounting; communication; patient care; problem solving; tally,Noida,0.4316,0,0,1,0,0,0,0,1,0,0
1340,Finance; IT; Telecom,communication; fiber splicing; git; linux; react; supply chain,Bengaluru,0.6842,0,1,0,1,0,0,0,1,0,3
1341,Manufacturing; Electrical,basic life support; cam; quality control; soldering; supply chain; time management; writing,Hyderabad,0.1760,0,1,0,0,0,1,0,0,1,2
1342,Software; Automotive,presentation; quality checks; supply chain; teamwork; writing,Patna,0.6980,0,1,1,0,0,0,0,0,1,3
1343,Healthcare; Energy,documentation; first aid; maintenance; power systems,Patna,0.4105,0,1,0,1,0,0,0,0,1,3
1344,IT; Railway,documentation; linux; problem solving; signal systems; sql,Hyderabad,0.5789,0,1,1,0,0,0,0,0,1,0
1345,E-commerce; Finance; Automotive,audit; case analysis; customer support; problem solving; quality checks,New Delhi,0.4947,0,1,1,0,0,0,0,0,1,1
1346,Healthcare; Automotive; E-commerce,cad; communication; marketplace ops; order management; record keeping; supply chain,Faridabad,0.7474,0,1,0,1,0,0,1,0,0,2
1347,Telecom; Energy,documentation; fiber splicing; presentation; teamwork; writing,Hyderabad,0.2620,1,1,0,0,1,0,0,0,1,0
1348,Finance; Healthcare,audit; biostatistics; excel; first aid; gst; problem solving; research,Chandigarh,0.9360,0,1,0,1,0,0,0,1,0,3
1349,Manufacturing; Automotive; IT,cad; communication; html; linux; problem solving; supply chain,Mysuru,0.8740,1,0,1,0,0,0,1,0,0,2
1350,Telecom; Healthcare; E-commerce,biostatistics; lab techniques; networking; patient care; pharmacology; rf planning; troubleshooting,Kozhikode,0.5789,1,0,0,0,1,0,1,0,0,1
1351,Banking; Software; Automotive; Energy,algorithms; assembly; financial modeling; quality checks; time management,Bhubaneswar,0.0947,0,1,0,1,0,0,1,0,0,2
1352,Automotive; Energy,assembly; operations; problem solving; reporting; supply chain; teamwork,Chandigarh,0.0526,1,1,0,1,0,0,0,0,1,2
1353,Railway; Automotive,autocad; cad; matlab; presentation; supply chain; teamwork; time management; vehicle diagnostics,Madurai,0.6500,0,1,0,0,0,1,0,0,1,3
1354,Railway; Automotive; Energy; Healthcare,accounting; biostatistics; communication; documentation; maintenance; supply chain; writing,Udaipur,0.3684,1,1,0,0,1,0,0,1,0,0
1355,Telecom; Railway; Energy,data analysis; documentation; presentation; signal systems; statistics; teamwork; time management,Warangal,0.3684,1,0,0,1,0,0,0,0,1,3
1356,Banking; Energy; Electrical; E-commerce,accounting; basic life support; circuit analysis; lab safety; problem solving; safety; time management; writing,Bhubaneswar,0.5520,1,0,0,0,0,1,1,0,0,2
1357,E-commerce; Electrical,accounting; cataloging; circuit analysis; market research; marketplace ops; power systems; presentation; writing,Ahmedabad,0.0120,0,0,0,0,0,1,0,1,0,3
1358,Education; Finance,accounting; content creation; excel; financial modeling; tally; teamwork; time management,Nagpur,0.4200,1,0,1,0,0,0,0,0,1,2
1359,Automotive; Finance,cad; gst; legal research; writing,Noida,0.7420,1,1,0,0,1,0,1,0,0,2
1360,Finance; IT; Logistics,audit; communication; documentation; procurement; react; routing; tally; testing,Kolkata,0.4947,0,1,0,0,0,1,0,1,0,1
1361,Energy; Manufacturing; Electrical,communication; documentation; maintenance; power systems; presentation; quality control; soldering; time management,New Delhi,0.5368,1,1,1,0,0,0,0,0,1,0
1362,Energy; Finance,accounting; audit; documentation; field work; gst; problem solving,Vadodara,0.8600,0,0,0,0,1,0,1,0,0,3
1363,Banking; Healthcare; Electrical,accounting; communication; embedded; patient care; pcb design,Pune,0.2632,1,0,0,0,0,1,0,1,0,3
1364,Railway; Software,algorithms; documentation; maintenance; oop; presentation; signal systems; teamwork; time management,Siliguri,0.4737,1,1,0,0,1,0,0,0,1,3
1365,Automotive; Healthcare,cad; lab techniques; patient care; presentation; time management,Pune,0.8600,1,0,0,1,0,0,0,0,1,3
1366,Energy; Finance,financial modeling; operations; power systems; writing,Lucknow,0.7053,0,0,1,0,0,0,0,0,1,3
1367,Energy; Manufacturing; Electrical; E-commerce,cad; documentation; embedded; problem solving; safety; teamwork,Patna,0.4480,0,0,0,0,1,0,1,0,0,3
1368,Finance; Logistics,audit; communication; problem solving; procurement; teamwork; warehouse ops,Warangal,0.4526,0,0,0,0,0,1,0,1,0,3
1369,Software; Energy; Banking,accounting; algorithms; maintenance; operations; power systems; writing,Faridabad,0.4000,0,0,0,0,0,1,1,0,0,3
1370,Manufacturing; Education; Electrical; Automotive,circuit analysis; content creation; embedded; power systems; quality checks; quality control; time management; writing,Siliguri,0.2120,0,1,0,0,1,0,0,1,0,3
1371,Finance; Banking; Electrical; Logistics,circuit analysis; excel; pcb design; problem solving; tally; warehouse ops,Gurugram,0.5300,0,1,0,1,0,0,0,1,0,3
1372,Banking; Software; Energy,communication; docker; operations; power systems; teamwork; time management; writing,Kanpur,0.9660,0,1,0,0,0,1,0,1,0,1
1373,Healthcare; Railway; Logistics,assessment; first aid; record keeping; time management,Gwalior,0.4520,1,1,0,1,0,0,0,0,1,2
1374,Software; IT; Railway; Finance,accounting; gst; presentation; problem solving; tally,Madurai,0.2421,0,1,0,0,1,0,0,0,1,1
1375,E-commerce; Automotive,customer support; design basics; marketplace ops; order management; presentation,Udaipur,0.3474,0,1,0,1,0,0,0,1,0,3
1376,Software; Manufacturing; Logistics; Banking,cam; financial modeling; warehouse ops; writing,Mysuru,0.2211,1,1,0,0,1,0,0,1,0,3
1377,Education; Energy,assessment; communication; documentation; matlab; problem solving; teaching,Gurugram,0.3895,0,0,0,0,1,0,1,0,0,2
1378,Healthcare; Energy; Railway,communication; first aid; lab techniques; operations; patient care; power systems; presentation,Ludhiana,0.4105,1,1,0,0,1,0,1,0,0,0
1379,Education; Manufacturing; Healthcare,cam; cnc; legal research; patient care; presentation; six sigma; teamwork,Noida,0.7320,1,1,1,0,0,0,1,0,0,1
1380,Automotive; Telecom; Software,algorithms; cad; communication; networking,Patna,0.9368,1,1,0,1,0,0,1,0,0,1
